SampleID	Original_name.x	species	Bat.Number	spec_abbv	sex	area	sampling_site	cave_or_surface	state	ecoregion_iv	season	elevation	evl_source	mean_precip_cm	precip_source	npp	npp_source	log_npp	avg_dissm	mean_dist_km	Feeding.Flight.behavior	Diet	Date	Month	month_cat	Year	Forearm	Mass	SurfaceArea	Mean.Aspect.Ratio	Original_name.y	Temp_regress_degC	Temp_ori	other_temp
PARA1405299	PARA140529.9	Eptesicus fuscus	PARA14083	EPFU	Male	PARA	Lowe Last Chance Spring 	Surface	AZ	Shivwits Woodland	Spring	1558	USGS NED1	28.58	Worldclim 2_5 arc min	0.21	MOD17A3	-0.677780705	0.865860838	270.2551827	Aerial hawking	generalistbeetles	5292014	5	May	2014	47	13.75	323.4175532	6.4	PARA140529.9	26.7	26.7oC Soil	
RSS1406211	RSS140621.1	Myotis velifer	NM14060	MYVE	Female	CCNP	Rattle Snake Spring	Surface	NM	Chihuahuan Desert Grasslands	Spring	1108	USGS NED1	25.08	Worldclim 2_5 arc min	0.18	MOD17A3	-0.744727495	0.860957524	270.2454481	Aerial hawking	generalistbeetles	6212014	6	June	2014	43	9.5	204.4709302	4.13	RSS140621.1	32.5	32.5oC Soil	
RSS14062113	RSS140621.13	Tadarida brasiliensis	NM14063	TABR	Male	CCNP	Rattle Snake Spring	Surface	NM	Chihuahuan Desert Grasslands	Summer	1108	USGS NED1	25.08	Worldclim 2_5 arc min	0.18	MOD17A3	-0.744727495	0.95229006	270.2454481	Aerial hawking	mothsbeetles	6212014	6	June	2014	44	12.25	269.7784091	8.6	RSS140621.13	21.1	22.9o, 21.1oC Soil	
RSS1406215	RSS140621.5	Tadarida brasiliensis	NM14061	TABR	Female	CCNP	Rattle Snake Spring	Surface	NM	Chihuahuan Desert Grasslands	Summer	1108	USGS NED1	25.08	Worldclim 2_5 arc min	0.18	MOD17A3	-0.744727495	0.938533365	270.2454481	Aerial hawking	mothsbeetles	6212014	6	June	2014	43	11.75	252.8982558	8.6	RSS140621.5	27.2	27.2oC, 28.9oC Soil	
RSS1406219	RSS140621.9	Tadarida brasiliensis	NM14062	TABR	Male	CCNP	Rattle Snake Spring	Surface	NM	Chihuahuan Desert Grasslands	Summer	1108	USGS NED1	25.08	Worldclim 2_5 arc min	0.18	MOD17A3	-0.744727495	0.880606794	269.3227602	Aerial hawking	mothsbeetles	6212014	6	June	2014	44	12.75	280.7897727	8.6	RSS140621.9	21.2	22.9oC, 21.1oC Soil	
RSS1406241	RSS140624.1	Tadarida brasiliensis	NM14071	TABR	Female	CCNP	Rattle Snake Spring	Surface	NM	Chihuahuan Desert Grasslands	Summer	1108	USGS NED1	25.08	Worldclim 2_5 arc min	0.18	MOD17A3	-0.744727495	0.921602958	269.3227602	Aerial hawking	mothsbeetles	6242014	6	June	2014	45	13.75	309.6805556	8.6	RSS140624.1	26.1	26.1oC air	
RSS1406245	RSS140624.5	Corynorhinus townsendii	NM14073	COTO	Male	CCNP	Rattle Snake Spring	Surface	NM	Chihuahuan Desert Grasslands	Summer	1108	USGS NED1	25.08	Worldclim 2_5 arc min	0.18	MOD17A3	-0.744727495	0.930113431	269.3227602	Aerial hawking	moths	6242014	6	June	2014	42	8.25	173.4464286	5.6	RSS140624.5	26.1		26.1oC air
TOR1405041	TOR140504.1	Myotis velifer	NM14026	MYVE	Male	HGL	TOR	Cave	NM	Chihuahuan Basins and Playas	Spring	1541	USGS NED1	25.66	Worldclim 2_5 arc min	0.16	MOD17A3	-0.795880017	0.895279971	302.6454297	Aerial hawking	generalistbeetles	5042014	5	May	2014	44	8.5	187.1931818	4.13	TOR140504.1	2.8	2.8oC air	
TOR14050413	TOR140504.13	Myotis velifer	NM14029	MYVE	Male	HGL	TOR	Cave	NM	Chihuahuan Basins and Playas	Spring	1541	USGS NED1	25.66	Worldclim 2_5 arc min	0.16	MOD17A3	-0.795880017	0.879681862	302.6454297	Aerial hawking	generalistbeetles	5042014	5	May	2014	41	8.25	169.3262195	4.13	TOR140504.13	2.8	2.8oC air	
TOR14050417	TOR140504.17	Myotis velifer	NM14030	MYVE	Male	HGL	TOR	Cave	NM	Chihuahuan Basins and Playas	Spring	1541	USGS NED1	25.66	Worldclim 2_5 arc min	0.16	MOD17A3	-0.795880017	0.880381864	302.6454297	Aerial hawking	generalistbeetles	5042014	5	May	2014	43	8.75	188.3284884	4.13	TOR140504.17	2.8	2.8oC air	
TOR14050421	TOR140504.21	Myotis velifer	NM14031	MYVE	Female	HGL	TOR	Cave	NM	Chihuahuan Basins and Playas	Spring	1541	USGS NED1	25.66	Worldclim 2_5 arc min	0.16	MOD17A3	-0.795880017	0.933351826	295.4664564	Aerial hawking	generalistbeetles	5042014	5	May	2014	44	10	220.2272727	4.13	TOR140504.21	2.8	2.8oC air	
TOR14050425	TOR140504.25	Myotis velifer	NM14032	MYVE	Female	HGL	TOR	Cave	NM	Chihuahuan Basins and Playas	Spring	1541	USGS NED1	25.66	Worldclim 2_5 arc min	0.16	MOD17A3	-0.795880017	0.923245741	302.6454297	Aerial hawking	generalistbeetles	5042014	5	May	2014	45	9.5	213.9611111	4.13	TOR140504.25	2.8	2.8oC air	
TOR14050429	TOR140504.29	Myotis velifer	NM14033	MYVE	Male	HGL	TOR	Cave	NM	Chihuahuan Basins and Playas	Spring	1541	USGS NED1	25.66	Worldclim 2_5 arc min	0.16	MOD17A3	-0.795880017	0.92683646	302.6454297	Aerial hawking	generalistbeetles	5042014	5	May	2014	42	8.5	178.702381	4.13	TOR140504.29	2.8	2.8oC air	
TOR14050433	TOR140504.33	Myotis velifer	NM14034	MYVE	Female	HGL	TOR	Cave	NM	Chihuahuan Basins and Playas	Spring	1541	USGS NED1	25.66	Worldclim 2_5 arc min	0.16	MOD17A3	-0.795880017	0.921625925	302.6454297	Aerial hawking	generalistbeetles	5042014	5	May	2014	45	9.25	208.3305556	4.13	TOR140504.33	2.8	2.8oC air	
TOR14050437	TOR140504.37	Myotis velifer	NM14035	MYVE	Female	HGL	TOR	Cave	NM	Chihuahuan Basins and Playas	Spring	1541	USGS NED1	25.66	Worldclim 2_5 arc min	0.16	MOD17A3	-0.795880017	0.92976298	295.4664564	Aerial hawking	generalistbeetles	5042014	5	May	2014	45	10.5	236.4833333	4.13	TOR140504.37	2.8	2.8oC air	
TOR14050441	TOR140504.41	Myotis velifer	NM14036	MYVE	Female	HGL	TOR	Cave	NM	Chihuahuan Basins and Playas	Spring	1541	USGS NED1	25.66	Worldclim 2_5 arc min	0.16	MOD17A3	-0.795880017	0.924015518	295.4664564	Aerial hawking	generalistbeetles	5042014	5	May	2014	43	7.5	161.4244186	4.13	TOR140504.41	2.8	2.8oC air	
TOR14050445	TOR140504.45	Myotis velifer	NM14037	MYVE	Male	HGL	TOR	Cave	NM	Chihuahuan Basins and Playas	Spring	1541	USGS NED1	25.66	Worldclim 2_5 arc min	0.16	MOD17A3	-0.795880017	0.944248002	295.4664564	Aerial hawking	generalistbeetles	5042014	5	May	2014	45	8.75	197.0694444	4.13	TOR140504.45	2.8	2.8oC air	
TOR14050449	TOR140504.49	Myotis velifer	NM14038	MYVE	Female	HGL	TOR	Cave	NM	Chihuahuan Basins and Playas	Spring	1541	USGS NED1	25.66	Worldclim 2_5 arc min	0.16	MOD17A3	-0.795880017	0.944408093	295.9247983	Aerial hawking	generalistbeetles	5042014	5	May	2014	43	8.25	177.5668605	4.13	TOR140504.49	2.8	2.8oC air	
TOR1405045	TOR140504.5	Myotis velifer	NM14027	MYVE	Male	HGL	TOR	Cave	NM	Chihuahuan Basins and Playas	Spring	1541	USGS NED1	25.66	Worldclim 2_5 arc min	0.16	MOD17A3	-0.795880017	0.934487874	295.9247983	Aerial hawking	generalistbeetles	5042014	5	May	2014	45	9.5	213.9611111	4.13	TOR140504.5	2.8	2.8oC air	
TOR1405049	TOR140504.9	Myotis velifer	NM14028	MYVE	Male	HGL	TOR	Cave	NM	Chihuahuan Basins and Playas	Spring	1541	USGS NED1	25.66	Worldclim 2_5 arc min	0.16	MOD17A3	-0.795880017	0.945406881	295.9247983	Aerial hawking	generalistbeetles	5042014	5	May	2014	43	8.75	188.3284884	4.13	TOR140504.9	2.8	2.8oC air	
WCS1406231	WCS140623.1	Antrozous pallidus	NM14065	ANPA	Male	CCNP	Indian Shelter Pool	Surface	NM	Chihuahuan Desert Slopes	Summer	1201	USGS NED1	27.4	Worldclim 2_5 arc min	0.17	MOD17A3	-0.769551079	0.918571505	418.540455	GleanerAerial hawkingSit & Wait	mothsbeetles	6232014	6	June	2014	50	14.75	369.045	2.44	WCS140623.1	22.9	32.6, 31.0, 30.3, 22.9oC Soil over evening	
WCS14062313	WCS140623.13	Antrozous pallidus	NM14068	ANPA	Male	CCNP	Indian Shelter Pool	Surface	NM	Chihuahuan Desert Slopes	Summer	1201	USGS NED1	27.4	Worldclim 2_5 arc min	0.17	MOD17A3	-0.769551079	0.917028531	418.540455	GleanerAerial hawkingSit & Wait	mothsbeetles	6232014	6	June	2014	55	17.75	488.4477273	2.44	WCS140623.13	22.9	32.6, 31.0, 30.3, 22.9oC Soil over evening	
WCS1406235	WCS140623.5	Tadarida brasiliensis	NM14066	TABR	Female	CCNP	Indian Shelter Pool	Surface	NM	Chihuahuan Desert Slopes	Summer	1201	USGS NED1	27.4	Worldclim 2_5 arc min	0.17	MOD17A3	-0.769551079	0.902731433	269.2229761	GleanerAerial hawkingSit & Wait	mothsbeetles	6232014	6	June	2014	45	12.75	287.1583333	8.6	WCS140623.5	22.9	32.6, 31.0, 30.3, 22.9oC Soil over evening	
WCS1406239	WCS140623.9	Antrozous pallidus	NM14067	ANPA	Male	CCNP	Indian Shelter Pool	Surface	NM	Chihuahuan Desert Slopes	Summer	1201	USGS NED1	27.4	Worldclim 2_5 arc min	0.17	MOD17A3	-0.769551079	0.905823085	269.2229761	Aerial hawking	mothsbeetles	6232014	6	June	2014	52	15.75	409.8028846	2.44	WCS140623.9	22.9	32.6, 31.0, 30.3, 22.9oC Soil over evening	
ZL1404181	ZL140418.1	Corynorhinus townsendii	NM14006	COTO	Female	ELMA	Zenolith	Cave	NM	Lava Malpais	Spring	2222	USGS NED1	28.5	Worldclim 2_5 arc min	0.19	MOD17A3	-0.721246399	0.868611194	587.0341983	Aerial hawking	moths	NA	4	April	2014	45	8.75	197.0694444	5.6	ZL140418.1	8.4		8.4oC Bat CAve (Bat Cave is across the sink from Xenolith and I got temps and RH there just before I (Debbie)entered Zenolith and they should be very comparable. Bat Cave: 18 April 2014: Tair = 9.2o C; Trock = 8.4oC (near bats);
